 ,lang,browser,wasm_exec_ms,fps_js,fps_game,tps,bunnies,avg_frame,min_frame,max_frame,heap_mb
 ,Rust,"Chromium",667.30,68,67.71,64.00,48415,14.79,14.10,15.10,96.31
 ,Rust,"Chromium",667.30,68,67.51,64.00,48483,14.82,14.10,15.10,96.39
 ,Rust,"Chromium",667.30,68,67.58,64.00,48551,14.85,14.20,15.20,96.47
 ,Rust,"Chromium",667.30,68,67.12,64.00,48619,14.91,14.20,15.20,96.56
 ,Rust,"Chromium",667.30,68,67.17,64.00,48686,14.88,14.00,15.20,96.64
 ,Rust,"Chromium",667.30,68,67.19,64.00,48755,14.87,14.30,15.20,96.72
 ,Rust,"Chromium",667.30,67,66.96,64.00,48822,14.97,14.10,15.90,96.80
 ,Rust,"Chromium",667.30,67,66.79,64.00,48889,15.04,14.30,18.40,96.01
 ,Rust,"Chromium",667.30,67,66.87,64.00,48956,14.98,14.30,15.20,96.09
 ,Rust,"Chromium",667.30,67,66.22,64.00,49023,15.00,14.20,15.30,96.17
 ,Rust,"Chromium",667.30,67,66.51,64.00,49090,15.06,14.20,15.30,96.25
 ,Rust,"Chromium",667.30,67,66.37,64.00,49156,15.04,14.20,15.20,96.33
 ,Rust,"Chromium",667.30,67,66.24,64.00,49224,15.06,14.40,15.40,96.41
 ,Rust,"Chromium",667.30,67,66.07,64.00,49291,15.12,14.40,15.30,96.49
 ,Rust,"Chromium",667.30,67,65.93,64.00,49358,15.15,14.30,15.50,96.57
 ,Rust,"Chromium",667.30,66,65.88,64.00,49424,15.16,14.50,15.50,96.65
 ,Rust,"Chromium",667.30,67,66.07,64.00,49491,15.10,14.40,15.30,96.73
 ,Rust,"Chromium",667.30,66,65.85,64.00,49557,15.17,14.30,15.40,96.81
 ,Rust,"Chromium",667.30,66,65.56,64.00,49623,15.21,14.50,15.50,96.89
 ,Rust,"Chromium",667.30,66,65.61,64.00,49689,15.23,14.50,15.60,96.05
 ,Rust,"Chromium",667.30,66,65.54,64.00,49755,15.28,14.50,15.50,96.13
 ,Rust,"Chromium",667.30,66,65.07,64.00,49821,15.31,14.70,15.70,96.21
 ,Rust,"Chromium",667.30,66,65.71,64.00,49887,15.28,14.40,15.70,96.29
 ,Rust,"Chromium",667.30,66,65.61,64.00,49953,15.24,14.50,15.50,96.37
 ,Rust,"Chromium",667.30,66,65.05,64.00,50019,15.30,14.60,15.50,96.45
 ,Rust,"Chromium",667.30,66,65.01,64.00,50085,15.37,14.90,15.70,96.53
 ,Rust,"Chromium",667.30,66,65.41,64.00,50151,15.34,14.70,16.50,96.61
 ,Rust,"Chromium",667.30,66,64.89,64.00,50217,15.35,14.80,15.60,96.69
 ,Rust,"Chromium",667.30,65,64.76,64.00,50282,15.40,14.60,15.70,96.77
 ,Rust,"Chromium",667.30,65,64.32,64.00,50347,15.50,14.70,17.20,96.84
 ,Rust,"Chromium",667.30,65,64.43,64.00,50412,15.51,15.20,16.10,96.06
 ,Rust,"Chromium",667.30,65,64.89,64.00,50477,15.58,14.80,19.10,96.14
 ,Rust,"Chromium",667.30,65,64.39,64.00,50542,15.50,15.20,15.80,96.22
 ,Rust,"Chromium",667.30,65,64.21,64.00,50607,15.56,15.30,16.10,96.30
 ,Rust,"Chromium",667.30,61,62.17,64.00,50668,16.52,15.20,55.90,99.89
 ,Rust,"Chromium",667.30,61,62.33,64.00,50729,16.65,15.50,20.70,99.97
 ,Rust,"Chromium",667.30,62,60.64,64.00,50791,16.28,15.60,17.70,100.04
 ,Rust,"Chromium",667.30,64,63.97,64.00,50855,15.74,15.40,19.10,100.12
 ,Rust,"Chromium",667.30,65,64.45,64.00,50920,15.52,15.20,15.90,100.20
 ,Rust,"Chromium",667.30,65,64.25,64.00,50985,15.54,14.70,15.90,100.27
 ,Rust,"Chromium",667.30,65,64.09,64.00,51050,15.55,15.30,15.80,100.35
 ,Rust,"Chromium",667.30,65,64.07,64.00,51115,15.61,15.40,15.90,100.43
 ,Rust,"Chromium",667.30,64,64.13,64.00,51179,15.63,15.40,15.90,100.51
 ,Rust,"Chromium",667.30,65,64.20,64.00,51244,15.58,15.30,15.80,100.58
 ,Rust,"Chromium",667.30,64,64.17,64.00,51308,15.64,15.40,16.00,100.66
 ,Rust,"Chromium",667.30,64,63.70,64.00,51372,15.66,15.40,15.90,100.74
 ,Rust,"Chromium",667.30,64,63.96,64.00,51436,15.67,15.50,15.90,100.81
 ,Rust,"Chromium",667.30,64,63.58,64.00,51500,15.66,15.40,16.00,99.91
 ,Rust,"Chromium",667.30,64,63.85,64.00,51564,15.67,15.50,15.90,99.98
 ,Rust,"Chromium",667.30,64,63.34,64.00,51628,15.74,15.50,16.00,100.06
 ,Rust,"Chromium",667.30,64,63.42,64.00,51692,15.78,15.50,16.30,100.14
 ,Rust,"Chromium",667.30,64,63.25,64.00,51756,15.81,15.50,16.50,100.21
 ,Rust,"Chromium",667.30,64,63.24,64.00,51820,15.80,15.50,16.20,100.29
 ,Rust,"Chromium",667.30,63,62.30,64.00,51883,16.02,15.70,18.90,100.37
 ,Rust,"Chromium",667.30,63,62.88,64.00,51946,15.90,15.70,16.20,100.44
 ,Rust,"Chromium",667.30,63,62.94,64.00,52009,15.93,15.70,16.30,100.52
 ,Rust,"Chromium",667.30,63,62.88,64.00,52072,15.93,15.70,16.20,100.59
 ,Rust,"Chromium",667.30,63,62.81,64.00,52135,15.94,15.70,16.40,100.67
 ,Rust,"Chromium",667.30,63,62.71,64.00,52198,15.94,15.70,16.40,100.74
 ,Rust,"Chromium",667.30,63,61.93,64.00,52261,16.05,15.90,16.50,100.82
 ,Rust,"Chromium",667.30,63,62.61,64.00,52324,16.00,15.80,16.50,99.93
 ,Rust,"Chromium",667.30,63,62.07,64.00,52387,16.08,15.80,16.50,100.01
 ,Rust,"Chromium",667.30,63,62.05,64.00,52450,16.11,15.90,16.70,100.08
 ,Rust,"Chromium",667.30,63,61.95,64.00,52513,16.13,15.90,16.50,100.16
 ,Rust,"Chromium",667.30,62,60.64,64.00,52575,16.21,15.90,17.50,100.23
performanceMetrics.js:106 ,Rust,"Chromium",667.30,63,61.73,64.00,52638,16.12,15.90,16.70,100.31
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.53,64.00,52700,16.24,15.90,16.90,100.38
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.01,64.00,52762,16.25,16.00,17.30,100.45
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.89,64.00,52824,16.19,15.90,17.10,100.53
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.89,64.00,52886,16.17,15.90,16.70,100.60
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.90,64.00,52948,16.15,15.90,16.60,100.68
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.77,64.00,53010,16.22,16.00,16.80,99.92
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.85,64.00,53072,16.23,16.00,16.80,99.99
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.52,64.00,53134,16.27,15.90,16.60,100.06
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.82,64.00,53196,16.25,16.00,17.70,100.14
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.52,64.00,53258,16.24,16.00,16.60,100.21
performanceMetrics.js:106 ,Rust,"Chromium",667.30,61,61.39,64.00,53319,16.49,16.10,23.90,104.05
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.31,64.00,53381,16.33,16.00,16.70,104.12
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.28,64.00,53443,16.34,16.00,16.80,104.20
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.24,64.00,53505,16.32,16.10,16.70,104.27
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,60.78,64.00,53567,16.39,16.20,16.80,104.35
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.27,64.00,53629,16.36,16.10,16.80,104.42
performanceMetrics.js:106 ,Rust,"Chromium",667.30,62,61.13,64.00,53691,16.39,16.00,17.10,104.50
performanceMetrics.js:106 ,Rust,"Chromium",667.30,61,60.62,64.00,53752,16.44,16.20,17.00,104.57
performanceMetrics.js:106 ,Rust,"Chromium",667.30,61,60.90,64.00,53813,16.46,16.20,16.90,104.64
performanceMetrics.js:106 ,Rust,"Chromium",667.30,61,60.52,64.00,53874,16.47,16.20,16.80,104.72
performanceMetrics.js:106 ,Rust,"Chromium",667.30,61,60.97,64.00,53935,16.45,16.20,16.90,104.79
performanceMetrics.js:106 ,Rust,"Chromium",667.30,61,60.72,64.00,53996,16.50,16.30,16.90,104.05
performanceMetrics.js:106 ,Rust,"Chromium",667.30,61,60.51,64.00,54057,16.52,16.30,17.10,104.12
performanceMetrics.js:106 ,Rust,"Chromium",667.30,61,60.57,64.00,54118,16.55,16.30,17.10,104.19
performanceMetrics.js:106 ,Rust,"Chromium",667.30,61,60.03,64.00,54179,16.56,16.30,17.10,104.26
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.64,64.00,54239,16.69,16.30,17.10,104.34
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.38,64.00,54299,16.74,16.40,19.10,104.41
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.55,64.00,54359,16.76,16.50,17.20,104.48
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.54,64.00,54419,16.95,16.60,19.80,104.55
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.55,64.00,54479,16.79,16.50,17.10,104.62
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.57,64.00,54539,16.82,16.60,17.30,104.70
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.24,64.00,54599,16.84,16.50,17.30,104.77
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.30,64.00,54659,16.87,16.60,17.30,104.84
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,58.86,64.00,54719,16.93,16.60,17.40,104.91
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.12,64.00,54779,16.93,16.70,17.50,104.06
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,59.04,64.00,54838,16.95,16.70,17.60,104.13
performanceMetrics.js:106 ,Rust,"Chromium",667.30,61,60.19,64.00,54839,16.62,16.40,17.60,104.20
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.71,64.00,54898,16.81,16.50,17.30,104.28
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.09,64.00,54958,16.88,16.60,17.80,104.35
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.38,64.00,55018,16.88,16.60,17.60,104.45
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.11,64.00,55078,16.93,16.70,17.50,104.52
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.30,64.00,55138,16.91,16.70,17.40,104.60
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.78,64.00,55197,16.95,16.70,17.60,104.68
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,60.06,64.00,55198,16.73,16.40,17.20,104.75
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.85,64.00,55256,16.97,16.70,17.40,104.82
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.84,64.00,55257,16.72,16.50,17.20,104.89
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.92,64.00,55315,16.99,16.70,17.60,104.96
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,60.01,64.00,55316,16.68,16.50,17.20,104.09
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.55,64.00,55374,17.02,16.70,18.10,104.16
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.70,64.00,55375,16.74,16.50,17.40,104.23
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.47,64.00,55433,17.04,16.70,17.50,104.30
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.75,64.00,55434,16.77,16.50,17.20,104.37
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.63,64.00,55492,17.02,16.70,17.60,104.44
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.68,64.00,55493,16.78,16.50,17.60,104.51
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.52,64.00,55551,17.05,16.70,17.60,104.58
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.57,64.00,55552,16.82,16.50,17.30,104.65
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.66,64.00,55610,17.01,16.80,17.40,104.72
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.70,64.00,55611,16.80,16.60,17.30,104.79
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.45,64.00,55669,17.09,16.80,17.50,104.07
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.24,64.00,55670,16.88,16.60,17.60,104.14
performanceMetrics.js:106 ,Rust,"Chromium",667.30,58,58.32,64.00,55727,17.34,16.90,24.40,108.35
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.37,64.00,55728,16.88,16.70,17.40,108.43
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,57.94,64.00,55786,17.18,16.90,17.60,108.50
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.13,64.00,55787,16.89,16.70,17.30,108.57
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.29,64.00,55845,17.18,16.90,17.70,108.64
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.54,64.00,55846,16.88,16.60,17.80,108.71
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.25,64.00,55904,17.11,16.90,17.60,108.78
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.10,64.00,55905,16.92,16.70,17.30,108.85
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.09,64.00,55963,17.17,16.90,17.60,108.92
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.97,64.00,55964,16.96,16.70,17.50,108.99
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,58.99,64.00,55964,16.92,16.70,17.40,109.06
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.01,64.00,56022,17.23,17.00,17.60,108.33
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.08,64.00,56023,16.94,16.70,17.60,108.40
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.01,64.00,56081,17.19,16.90,17.70,108.47
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.90,64.00,56082,17.00,16.80,17.50,108.54
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,59.06,64.00,56082,16.97,16.80,17.40,108.61
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.99,64.00,56082,16.95,16.80,17.50,108.68
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,59.09,64.00,56082,16.95,16.80,17.40,108.75
performanceMetrics.js:106 ,Rust,"Chromium",667.30,58,57.88,64.00,56139,17.32,17.10,17.90,108.82
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.73,64.00,56140,17.02,16.80,17.60,108.89
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.89,64.00,56140,16.99,16.80,17.50,108.96
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.88,64.00,56140,16.99,16.80,17.40,109.03
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.99,64.00,56140,16.98,16.70,17.40,109.10
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.92,64.00,56140,16.98,16.70,17.40,108.32
performanceMetrics.js:106 ,Rust,"Chromium",667.30,59,58.64,64.00,56140,17.02,16.80,17.60,108.39
performanceMetrics.js:106 ,Rust,"Chromium",667.30,60,58.23,64.00,56140,16.78,1.00,17.90,108.47
performanceMetrics.js:106 ,Rust,"Chromium",667.30,51,50.71,64.00,56189,22.46,0.30,247.50,109.83
performanceMetrics.js:106 ,Rust,"Chromium",667.30,20,20.57,64.00,56190,52.27,47.00,77.60,110.26
performanceMetrics.js:106 ,Rust,"Chromium",667.30,21,20.94,64.00,56190,48.27,47.10,51.60,110.29
performanceMetrics.js:106 ,Rust,"Chromium",667.30,21,20.11,64.00,56190,49.70,47.20,54.00,110.33
performanceMetrics.js:106 ,Rust,"Chromium",667.30,20,19.89,64.00,56190,50.51,47.00,57.90,109.49
performanceMetrics.js:106 ,Rust,"Chromium",667.30,22,21.18,64.00,56190,47.59,46.70,52.10,109.52
performanceMetrics.js:106 ,Rust,"Chromium",667.30,22,21.22,64.00,56190,47.31,46.70,48.90,109.56
performanceMetrics.js:106 ,Rust,"Chromium",667.30,22,21.09,64.00,56190,47.48,46.80,49.90,109.59
performanceMetrics.js:106 ,Rust,"Chromium",667.30,21,21.12,64.00,56190,47.69,46.90,53.90,109.62
performanceMetrics.js:106 ,Rust,"Chromium",667.30,22,21.20,64.00,56190,47.43,46.80,48.50,109.66
performanceMetrics.js:106 ,Rust,"Chromium",667.30,22,21.15,64.00,56190,47.42,46.90,48.70,109.69
performanceMetrics.js:106 ,Rust,"Chromium",667.30,22,21.13,64.00,56190,47.55,47.10,49.00,109.73
performanceMetrics.js:106 ,Rust,"Chromium",667.30,22,21.07,64.00,56190,47.54,47.10,49.40,109.76
